LAMMPS data file via write_data, version 21 Nov 2023, timestep = 285012, units = real

601 atoms
3 atom types
400 bonds
1 bond types
200 angles
1 angle types

0 30 xlo xhi
0 25 ylo yhi
0 25 zlo zhi

Masses

1 39.96
2 1.008
3 15.9994

Pair Coeffs # lj/cut/coul/cut

1 0.9878 3.432
2 0.046 0.4
3 0.1521 3.1507

Bond Coeffs # harmonic

1 450 0.9572

Angle Coeffs # harmonic

1 55 104.52

Atoms # full

1 1 1 0 1 12.5 12.5 0 0 0
331 111 2 0.417 21.147231304392133 3.051686781557158 6.544971647123682 0 0 0
330 111 2 0.417 20.528383975709136 1.7424546288735128 6.98637403097457 0 0 0
329 111 3 -0.834 21.16166403702538 2.4085515074077053 7.25378069948158 0 0 0
185 63 3 -0.834 21.17436382084571 4.356999486318217 5.353727322410533 0 0 0
55 19 2 0.417 19.8120628973118 5.351634264672946 6.282277984414686 0 0 0
53 19 3 -0.834 19.48457056405601 5.95234798834216 6.951702643419537 0 0 0
332 112 3 -0.834 21.881053317162955 6.221624910943777 8.527800327387054 0 0 0
54 19 2 0.417 20.22101097965697 6.066881415872568 7.552348217975821 0 0 0
519 174 2 0.417 18.474335301544755 6.893969004048315 8.15187210800797 0 0 0
286 96 2 0.417 21.23469952202824 3.2713570949422706 8.938197694293006 0 0 0
285 96 2 0.417 21.558589367190486 4.678907003515777 9.391844768118474 0 0 0
284 96 3 -0.834 21.453618187194046 3.7844203036002733 9.716068102838708 0 0 0
148 50 2 0.417 18.305586532231413 5.174149848602258 11.285884495417756 0 0 0
460 154 2 0.417 21.31388274685222 7.338064398296181 3.8027908086163165 0 0 0
270 91 2 0.417 18.311549741582798 7.339328592283523 6.023555250572914 0 0 0
564 189 2 0.417 18.05458083030342 7.3551313798713975 10.486672060458824 0 0 0
563 189 3 -0.834 18.039860019420754 7.289783887821912 11.441536118175522 0 0 0
409 137 2 0.417 21.20199265700047 3.3916464000063717 11.509446699058905 0 0 0
298 100 2 0.417 21.972960417650047 7.098273382626703 11.893851626694023 0 0 0
146 50 3 -0.834 18.041707765440417 4.422242414240958 11.816206762823342 0 0 0
518 174 3 -0.834 18.30003927563288 7.563965649284378 8.812904128313154 0 0 0
40 14 2 0.417 19.924761244141298 7.751647258018073 11.37933954838362 0 0 0
458 154 3 -0.834 20.63163205108571 7.885869161787758 4.190969096604887 0 0 0
